feature,mean_abs_shap,tier,family
MagpieData mode Electronegativity,0.6744927533127281,tier1,nitride
MagpieData mean SpaceGroupNumber,0.20442726108800477,tier1,nitride
MagpieData avg_dev Electronegativity,0.1684491558732742,tier1,nitride
MagpieData avg_dev NdValence,0.08553315884465743,tier1,nitride
MagpieData minimum MendeleevNumber,0.06500340239547542,tier1,nitride
MagpieData maximum Electronegativity,0.0635050356637465,tier1,nitride
MagpieData avg_dev Column,0.054885142019911994,tier1,nitride
MagpieData mean NdValence,0.05469946325426299,tier1,nitride
MagpieData avg_dev NUnfilled,0.048686280059908965,tier1,nitride
MagpieData avg_dev NpValence,0.04859034912841741,tier1,nitride
MagpieData mode SpaceGroupNumber,0.0469737497814164,tier1,nitride
MagpieData mean NpValence,0.04027935917549788,tier1,nitride
MagpieData maximum GSbandgap,0.04000772970817877,tier1,nitride
MagpieData avg_dev GSbandgap,0.03877114537085229,tier1,nitride
MagpieData mean GSbandgap,0.035317071466396906,tier1,nitride
MagpieData mean MeltingT,0.029844533385910105,tier1,nitride
MagpieData maximum NUnfilled,0.029575112890471704,tier1,nitride
MagpieData minimum Electronegativity,0.0230126266393564,tier1,nitride
MagpieData range GSbandgap,0.019222077796598652,tier1,nitride
MagpieData mean NsValence,0.018270839972200612,tier1,nitride
MagpieData maximum Column,0.017609888763180277,tier1,nitride
MagpieData avg_dev MeltingT,0.016349818898939023,tier1,nitride
MagpieData mean NpUnfilled,0.015505355376249792,tier1,nitride
MagpieData maximum CovalentRadius,0.015328081924309992,tier1,nitride
MagpieData avg_dev SpaceGroupNumber,0.015055084317779494,tier1,nitride
MagpieData maximum NdValence,0.015032731655051005,tier1,nitride
MagpieData range CovalentRadius,0.01485237312656429,tier1,nitride
MagpieData avg_dev CovalentRadius,0.014699300082212366,tier1,nitride
MagpieData range Electronegativity,0.014406774786392285,tier1,nitride
MagpieData avg_dev MendeleevNumber,0.014355197776870816,tier1,nitride
MagpieData minimum Number,0.012827503063184916,tier1,nitride
MagpieData mean Electronegativity,0.012722559300482906,tier1,nitride
MagpieData range NUnfilled,0.012682915991578952,tier1,nitride
MagpieData mean NUnfilled,0.01229394320745093,tier1,nitride
MagpieData range SpaceGroupNumber,0.012134531857115657,tier1,nitride
MagpieData minimum SpaceGroupNumber,0.012129153497429782,tier1,nitride
MagpieData minimum Column,0.012099459439540073,tier1,nitride
MagpieData mean NsUnfilled,0.012065377322864208,tier1,nitride
MagpieData avg_dev NsValence,0.011843001204028371,tier1,nitride
MagpieData mean Column,0.011229973439561261,tier1,nitride
MagpieData avg_dev GSvolume_pa,0.010987363719204963,tier1,nitride
MagpieData mode MendeleevNumber,0.010782538214009462,tier1,nitride
MagpieData maximum MeltingT,0.010241250571751046,tier1,nitride
MagpieData avg_dev NdUnfilled,0.010226487785351509,tier1,nitride
MagpieData range MeltingT,0.009586460361712722,tier1,nitride
MagpieData maximum NValence,0.009539021190055515,tier1,nitride
MagpieData mean GSvolume_pa,0.008862291368354213,tier1,nitride
MagpieData avg_dev NpUnfilled,0.008844621929631051,tier1,nitride
MagpieData maximum NdUnfilled,0.008821078549538843,tier1,nitride
MagpieData mode MeltingT,0.008200745565093993,tier1,nitride
MagpieData maximum NpUnfilled,0.007949645267104217,tier1,nitride
MagpieData mean MendeleevNumber,0.007882445575666867,tier1,nitride
MagpieData mean GSmagmom,0.007220217202752069,tier1,nitride
MagpieData avg_dev NValence,0.006954358305937233,tier1,nitride
MagpieData minimum NUnfilled,0.006915989770336256,tier1,nitride
MagpieData range GSvolume_pa,0.006669868970024036,tier1,nitride
MagpieData range MendeleevNumber,0.0065268551741714574,tier1,nitride
MagpieData mean NValence,0.0062310939379917095,tier1,nitride
MagpieData mean CovalentRadius,0.005744419477531705,tier1,nitride
MagpieData avg_dev Row,0.0057428082534627225,tier1,nitride
MagpieData avg_dev Number,0.005395308061067026,tier1,nitride
MagpieData maximum Number,0.005230160111894241,tier1,nitride
MagpieData mode GSvolume_pa,0.005040076869786322,tier1,nitride
MagpieData mean NdUnfilled,0.004958742688209077,tier1,nitride
MagpieData mean Row,0.004779114401639996,tier1,nitride
MagpieData avg_dev GSmagmom,0.0046464313216382285,tier1,nitride
MagpieData mean Number,0.0045280866628252614,tier1,nitride
MagpieData maximum MendeleevNumber,0.004303632785644419,tier1,nitride
MagpieData range Column,0.004293433738683007,tier1,nitride
MagpieData range NValence,0.004197410502385746,tier1,nitride
MagpieData avg_dev AtomicWeight,0.00418132468147458,tier1,nitride
MagpieData avg_dev NsUnfilled,0.003917716947397526,tier1,nitride
MagpieData mode NUnfilled,0.00390770598875994,tier1,nitride
MagpieData range AtomicWeight,0.0038037011923925724,tier1,nitride
