feature,mean_abs_shap,tier,family
MagpieData mode Electronegativity,0.301313047087538,tier1,halide
MagpieData avg_dev Electronegativity,0.2658489043460554,tier1,halide
MagpieData avg_dev NdValence,0.12726237207114888,tier1,halide
MagpieData avg_dev NUnfilled,0.07099499741982192,tier1,halide
MagpieData mean NdValence,0.06695240204007614,tier1,halide
MagpieData mean SpaceGroupNumber,0.047644482988756204,tier1,halide
MagpieData mean GSbandgap,0.046293042190681116,tier1,halide
MagpieData range Electronegativity,0.04101873352484486,tier1,halide
MagpieData mode MeltingT,0.03906913020399944,tier1,halide
MagpieData maximum Electronegativity,0.03751385846010681,tier1,halide
MagpieData minimum MendeleevNumber,0.03621700941429421,tier1,halide
MagpieData mean NpValence,0.03295586337674344,tier1,halide
MagpieData maximum GSbandgap,0.03293607320731749,tier1,halide
MagpieData avg_dev Column,0.031531815371922914,tier1,halide
MagpieData maximum NUnfilled,0.028625462517090954,tier1,halide
MagpieData avg_dev CovalentRadius,0.02579428229102797,tier1,halide
MagpieData mean Electronegativity,0.024058862795828126,tier1,halide
MagpieData avg_dev GSbandgap,0.022302321043187582,tier1,halide
MagpieData range SpaceGroupNumber,0.022022154191236702,tier1,halide
MagpieData mode SpaceGroupNumber,0.021623325298248744,tier1,halide
MagpieData mean MeltingT,0.021591422915579916,tier1,halide
MagpieData mean NsValence,0.021489514337279747,tier1,halide
MagpieData maximum NpUnfilled,0.02039321179352921,tier1,halide
MagpieData mode Number,0.01986784037552168,tier1,halide
MagpieData range CovalentRadius,0.017292852483690137,tier1,halide
MagpieData minimum Column,0.01682755584345067,tier1,halide
MagpieData maximum CovalentRadius,0.01651502173403581,tier1,halide
MagpieData mean NsUnfilled,0.016358258822248634,tier1,halide
MagpieData maximum NdValence,0.01598551011947255,tier1,halide
MagpieData avg_dev NpValence,0.01507412498339551,tier1,halide
MagpieData avg_dev NsValence,0.014974379716367229,tier1,halide
MagpieData mode CovalentRadius,0.012938576725863443,tier1,halide
MagpieData mean GSvolume_pa,0.012620476003955593,tier1,halide
MagpieData maximum NValence,0.012449858565286229,tier1,halide
MagpieData avg_dev MendeleevNumber,0.012073562304498355,tier1,halide
MagpieData mean NUnfilled,0.012049614299984237,tier1,halide
MagpieData minimum Electronegativity,0.01187856539706643,tier1,halide
MagpieData mean MendeleevNumber,0.011835079683836021,tier1,halide
MagpieData avg_dev GSvolume_pa,0.011465408294075026,tier1,halide
MagpieData mean Column,0.011303151567499208,tier1,halide
MagpieData maximum NdUnfilled,0.011296364604407659,tier1,halide
MagpieData mean NpUnfilled,0.010729427464260761,tier1,halide
MagpieData maximum MendeleevNumber,0.010623506884554103,tier1,halide
MagpieData range GSbandgap,0.010617597006812377,tier1,halide
MagpieData avg_dev SpaceGroupNumber,0.010051250609432568,tier1,halide
MagpieData minimum Number,0.00942906928439236,tier1,halide
MagpieData avg_dev MeltingT,0.008843904736548676,tier1,halide
MagpieData range NUnfilled,0.008784351470889625,tier1,halide
MagpieData avg_dev NpUnfilled,0.008774061751086311,tier1,halide
MagpieData range MeltingT,0.008497368134543968,tier1,halide
MagpieData mean Row,0.00843681166799021,tier1,halide
MagpieData mean GSmagmom,0.008334715640794297,tier1,halide
MagpieData minimum SpaceGroupNumber,0.008239216794352478,tier1,halide
MagpieData maximum MeltingT,0.008172271754878816,tier1,halide
MagpieData minimum NUnfilled,0.008165446009348435,tier1,halide
MagpieData range GSvolume_pa,0.0076039207372997795,tier1,halide
MagpieData range NpUnfilled,0.00724197694138807,tier1,halide
MagpieData mean CovalentRadius,0.007226503290625956,tier1,halide
MagpieData mode MendeleevNumber,0.006548292319891339,tier1,halide
MagpieData avg_dev Row,0.00637698869542244,tier1,halide
MagpieData mode AtomicWeight,0.0062912042999878435,tier1,halide
MagpieData avg_dev NsUnfilled,0.005905449926888663,tier1,halide
MagpieData mean NValence,0.005844682293976722,tier1,halide
MagpieData minimum GSvolume_pa,0.005805410959987499,tier1,halide
MagpieData minimum MeltingT,0.005589774214656954,tier1,halide
MagpieData avg_dev GSmagmom,0.00543022457026597,tier1,halide
MagpieData avg_dev NdUnfilled,0.005278275900927286,tier1,halide
MagpieData minimum NValence,0.005170804565623051,tier1,halide
MagpieData mode NdValence,0.005144651286392184,tier1,halide
MagpieData avg_dev NValence,0.005083750414108117,tier1,halide
MagpieData mode NpUnfilled,0.0050835332551061084,tier1,halide
MagpieData mean Number,0.004809098274089739,tier1,halide
MagpieData maximum Column,0.004659486954296332,tier1,halide
MagpieData mean NfUnfilled,0.0044404150660083495,tier1,halide
MagpieData range MendeleevNumber,0.004331608537174089,tier1,halide
MagpieData range NdValence,0.004079867453900151,tier1,halide
MagpieData mode GSvolume_pa,0.0038586157777646722,tier1,halide
MagpieData maximum Number,0.0038324569301468763,tier1,halide
MagpieData range NValence,0.0037548744845235845,tier1,halide
MagpieData avg_dev Number,0.00366864370109118,tier1,halide
MagpieData avg_dev AtomicWeight,0.003658185350752901,tier1,halide
MagpieData mean NdUnfilled,0.0034582744681175078,tier1,halide
