feature,mean_abs_shap,tier,family
MagpieData mode Electronegativity,0.41721878214492963,tier2,oxide
MagpieData avg_dev Electronegativity,0.16118016111339514,tier2,oxide
MagpieData avg_dev NdValence,0.09644413005024483,tier2,oxide
MagpieData mean NdValence,0.08725135198654904,tier2,oxide
MagpieData maximum Electronegativity,0.07231389332306132,tier2,oxide
std_dev CN_VoronoiNN,0.06407367231886908,tier2,oxide
MagpieData avg_dev NUnfilled,0.05388393107871076,tier2,oxide
n_symmetry_ops,0.0456616725194883,tier2,oxide
MagpieData mean SpaceGroupNumber,0.04465490305258302,tier2,oxide
MagpieData avg_dev CovalentRadius,0.030920779288209323,tier2,oxide
vpa,0.030632658576126418,tier2,oxide
density,0.030405606846577702,tier2,oxide
MagpieData avg_dev MendeleevNumber,0.03020193346962268,tier2,oxide
MagpieData mode SpaceGroupNumber,0.028946221529367874,tier2,oxide
MagpieData maximum NdValence,0.02696057995800819,tier2,oxide
MagpieData range SpaceGroupNumber,0.026054438968809636,tier2,oxide
MagpieData mean NsValence,0.022786806766737666,tier2,oxide
MagpieData minimum MendeleevNumber,0.021323046082931014,tier2,oxide
MagpieData maximum NpUnfilled,0.021109594078893866,tier2,oxide
MagpieData mean GSbandgap,0.020470429188443093,tier2,oxide
MagpieData avg_dev NpValence,0.019217970992479627,tier2,oxide
MagpieData mean MeltingT,0.01920303399220564,tier2,oxide
MagpieData mean NpValence,0.019080621297528418,tier2,oxide
MagpieData avg_dev Column,0.01907504180105361,tier2,oxide
spacegroup_num,0.018737267448732692,tier2,oxide
mean CN_VoronoiNN,0.018326318051324418,tier2,oxide
MagpieData maximum GSbandgap,0.017381494980897888,tier2,oxide
MagpieData maximum NUnfilled,0.01640748406616933,tier2,oxide
MagpieData maximum CovalentRadius,0.015927882027970606,tier2,oxide
MagpieData range Electronegativity,0.015292435096765472,tier2,oxide
MagpieData range MeltingT,0.01512195500778008,tier2,oxide
packing fraction,0.014827006388325905,tier2,oxide
MagpieData range CovalentRadius,0.014486849548053904,tier2,oxide
MagpieData mean GSvolume_pa,0.013551613024464036,tier2,oxide
MagpieData maximum NdUnfilled,0.013213298086773918,tier2,oxide
MagpieData mean Electronegativity,0.013041045943710921,tier2,oxide
MagpieData mean NpUnfilled,0.012030981945675069,tier2,oxide
MagpieData minimum Column,0.011631471243998492,tier2,oxide
MagpieData mean NsUnfilled,0.011395663105908525,tier2,oxide
MagpieData minimum Electronegativity,0.011035500926298134,tier2,oxide
MagpieData maximum MeltingT,0.01018465262904199,tier2,oxide
MagpieData range GSbandgap,0.009755817452535715,tier2,oxide
MagpieData avg_dev GSbandgap,0.009609872341963513,tier2,oxide
MagpieData mean GSmagmom,0.009139135072515904,tier2,oxide
MagpieData maximum NValence,0.009119844914818041,tier2,oxide
MagpieData range NUnfilled,0.009010128011890207,tier2,oxide
MagpieData mean NUnfilled,0.008613733022871509,tier2,oxide
MagpieData avg_dev GSvolume_pa,0.008597319765539683,tier2,oxide
MagpieData avg_dev NdUnfilled,0.00811039735014388,tier2,oxide
MagpieData avg_dev NsValence,0.00784189589936638,tier2,oxide
MagpieData minimum SpaceGroupNumber,0.007430602943355375,tier2,oxide
is_centrosymmetric,0.007424046658152191,tier2,oxide
MagpieData avg_dev SpaceGroupNumber,0.007325523790330042,tier2,oxide
MagpieData minimum NUnfilled,0.007086161737114288,tier2,oxide
MagpieData mean Column,0.006754092284349963,tier2,oxide
MagpieData range NdValence,0.006591676832023302,tier2,oxide
MagpieData avg_dev MeltingT,0.005834228907764626,tier2,oxide
MagpieData mean Row,0.0057638921941337755,tier2,oxide
MagpieData range NValence,0.005717929711314895,tier2,oxide
MagpieData mode Number,0.005626928830191902,tier2,oxide
MagpieData minimum GSvolume_pa,0.005308987024305844,tier2,oxide
MagpieData mean CovalentRadius,0.00493972961037222,tier2,oxide
MagpieData avg_dev GSmagmom,0.0048691932250286285,tier2,oxide
MagpieData mean NValence,0.004800675567555567,tier2,oxide
MagpieData avg_dev AtomicWeight,0.0047619991331188175,tier2,oxide
MagpieData mean MendeleevNumber,0.004546653846961945,tier2,oxide
MagpieData avg_dev NValence,0.00450529471863931,tier2,oxide
MagpieData minimum Number,0.004495917780336016,tier2,oxide
MagpieData avg_dev NsUnfilled,0.0043074772055684924,tier2,oxide
MagpieData avg_dev NpUnfilled,0.004152156664475247,tier2,oxide
MagpieData mode MeltingT,0.004128196488857187,tier2,oxide
MagpieData mode GSvolume_pa,0.004049949693230577,tier2,oxide
MagpieData avg_dev Row,0.004046448337375715,tier2,oxide
MagpieData maximum GSvolume_pa,0.0038128928093417724,tier2,oxide
MagpieData maximum Number,0.0036959686018002555,tier2,oxide
MagpieData minimum NValence,0.00356145055348221,tier2,oxide
MagpieData range GSvolume_pa,0.003537716399783792,tier2,oxide
MagpieData mean NfUnfilled,0.0035334553551615426,tier2,oxide
MagpieData range NpUnfilled,0.0032958970157363223,tier2,oxide
MagpieData mode MendeleevNumber,0.0032702634199048694,tier2,oxide
MagpieData mean NdUnfilled,0.0032460035125805604,tier2,oxide
MagpieData range MendeleevNumber,0.0032263095546900098,tier2,oxide
MagpieData maximum NfUnfilled,0.003210282023619879,tier2,oxide
MagpieData range AtomicWeight,0.0031537620480463604,tier2,oxide
MagpieData minimum MeltingT,0.0030360347265706166,tier2,oxide
crystal_system,0.0030276192235600885,tier2,oxide
MagpieData mean Number,0.0026800680124931917,tier2,oxide
MagpieData mean AtomicWeight,0.0024131292678003687,tier2,oxide
MagpieData maximum MendeleevNumber,0.0023795625461495748,tier2,oxide
MagpieData mode NpUnfilled,0.002264893377678204,tier2,oxide
MagpieData maximum Column,0.0022294018569716306,tier2,oxide
MagpieData range Column,0.0018834944415596837,tier2,oxide
MagpieData range NfUnfilled,0.0018070793579822116,tier2,oxide
MagpieData range NdUnfilled,0.0017837061682865086,tier2,oxide
MagpieData avg_dev Number,0.001688673168027899,tier2,oxide
MagpieData range Number,0.0015873447757289352,tier2,oxide
MagpieData minimum CovalentRadius,0.0013071891884094515,tier2,oxide
MagpieData maximum SpaceGroupNumber,0.0012944196560318725,tier2,oxide
MagpieData avg_dev NfValence,0.0012835565228032754,tier2,oxide
MagpieData maximum GSmagmom,0.0012737049034521528,tier2,oxide
MagpieData mean NfValence,0.001188608496804996,tier2,oxide
crystal_system_int,0.0011857222338680735,tier2,oxide
MagpieData mode NValence,0.0011442595043288835,tier2,oxide
MagpieData minimum AtomicWeight,0.0010763151303273743,tier2,oxide
MagpieData mode Column,0.000838363999591641,tier2,oxide
MagpieData maximum AtomicWeight,0.0008117493836677079,tier2,oxide
MagpieData mode CovalentRadius,0.0007723800618149086,tier2,oxide
MagpieData range Row,0.0007581489826075575,tier2,oxide
MagpieData minimum NsValence,0.0007218693708025923,tier2,oxide
MagpieData mode NUnfilled,0.0006192677710305831,tier2,oxide
MagpieData maximum NfValence,0.0004688918361876446,tier2,oxide
MagpieData avg_dev NfUnfilled,0.00042221616147017116,tier2,oxide
MagpieData range GSmagmom,0.00041566575237343256,tier2,oxide
MagpieData mode GSbandgap,0.0003936510086013546,tier2,oxide
MagpieData range NpValence,0.0002818460913400991,tier2,oxide
MagpieData range NsUnfilled,0.0002620254361607016,tier2,oxide
MagpieData mode AtomicWeight,0.00022107476689013294,tier2,oxide
MagpieData maximum NsUnfilled,0.00017140659449152042,tier2,oxide
MagpieData mode NfValence,0.00014580605511465072,tier2,oxide
MagpieData range NsValence,9.808459268147745e-05,tier2,oxide
MagpieData range NfValence,9.57926414334315e-05,tier2,oxide
MagpieData minimum GSbandgap,6.03549725807143e-05,tier2,oxide
MagpieData mode NpValence,6.011356284127511e-05,tier2,oxide
